first_name,city,email,customer_id,order_id,order_date,shipped_date,product_name,list_price,quantity,net_revenue,order_year,order_month,cost_price,profit,profit_margin,Customer Segment,month_year
Ladawn,Houston,ladawn.downs@yahoo.com,691,460,2016-09-25,2016-09-26,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,9,1739.99,579.9999999999998,25.0,New,2016-09
Brittney,Kingston,brittney.rojas@aol.com,853,461,2016-09-26,2016-09-27,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,9,1739.99,579.9999999999998,25.0,New,2016-09
Ouida,Merrick,ouida.gregory@aol.com,780,288,2016-06-25,2016-06-28,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,6,1739.99,579.9999999999998,25.0,New,2016-06
Conception,Bellmore,conception.slater@gmail.com,410,384,2016-08-20,2016-08-23,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,8,1739.99,579.9999999999998,25.0,New,2016-08
Johnathan,Pleasanton,johnathan.velazquez@hotmail.com,259,1,2016-01-01,2016-01-03,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,1,1739.99,579.9999999999998,25.0,New,2016-01
Jerri,Carmel,jerri.guthrie@msn.com,1062,433,2016-09-12,2016-09-13,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,9,1739.99,579.9999999999998,25.0,New,2016-09
Ashleigh,Newburgh,ashleigh.finch@yahoo.com,1334,533,2016-10-29,2016-11-01,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,10,1739.99,579.9999999999998,25.0,New,2016-10
Sharika,Long Beach,sharika.colon@gmail.com,624,600,2016-12-09,2016-12-11,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,12,1739.99,579.9999999999998,25.0,New,2016-12
Josephine,Baldwinsville,josephine.dale@aol.com,1012,48,2016-01-30,2016-02-02,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,1,1739.99,579.9999999999998,25.0,New,2016-01
Marisa,Amityville,marisa.chambers@msn.com,760,199,2016-05-01,2016-05-04,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,5,1739.99,579.9999999999998,25.0,New,2016-05
Shanna,Canandaigua,shanna.bonner@msn.com,1028,453,2016-09-22,2016-09-25,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,9,1739.99,579.9999999999998,25.0,New,2016-09
Aisha,Webster,aisha.woods@gmail.com,1058,564,2016-11-20,2016-11-22,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,11,1739.99,579.9999999999998,25.0,New,2016-11
Thurman,Pleasanton,thurman.ellis@gmail.com,929,94,2016-02-27,2016-02-29,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,2,1739.99,579.9999999999998,25.0,New,2016-02
Eliz,Uniondale,eliz.lynch@hotmail.com,1380,406,2016-08-31,2016-09-01,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,8,1739.99,579.9999999999998,25.0,New,2016-08
Jamika,Fresh Meadows,jamika.blanchard@gmail.com,615,228,2016-05-17,2016-05-20,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,5,1739.99,579.9999999999998,25.0,New,2016-05
Brianna,Hempstead,brianna.moss@msn.com,134,184,2016-04-19,2016-04-22,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,4,1739.99,579.9999999999998,25.0,New,2016-04
Irving,Torrance,irving.pitts@msn.com,506,527,2016-10-27,2016-10-28,Trek Fuel EX 8 29 - 2016,2899.99,1,2319.99,2016,10,1739.99,579.9999999999998,25.0,New,2016-10
Jayne,Rowlett,jayne.kirkland@hotmail.com,68,1325,2018-01-01,2018-01-03,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2324.99,2018,1,1499.99,824.9999999999998,35.48,New,2018-01
Virgina,Valley Stream,virgina.berg@yahoo.com,361,670,2017-01-24,2017-01-25,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2324.99,2017,1,1499.99,824.9999999999998,35.48,New,2017-01
Tamela,Central Islip,tamela.harrell@aol.com,339,951,2017-06-16,2017-06-19,Trek Domane S 5 Disc - 2017,2599.99,1,2339.99,2017,6,1559.99,779.9999999999998,33.33,New,2017-06
Lashunda,Monsey,lashunda.cole@hotmail.com,1424,1107,2017-09-02,2017-09-05,Haro Shift R3 - 2017,1469.99,2,2351.98,2017,9,881.99,588.0,25.0,Regular,2017-09
Danny,South Ozone Park,danny.kim@msn.com,295,710,2017-02-13,2017-02-16,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2374.99,2017,2,1499.99,874.9999999999998,36.84,New,2017-02
Stefany,Saratoga Springs,stefany.potter@gmail.com,146,1399,2018-02-16,2018-02-18,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2374.99,2018,2,1499.99,874.9999999999998,36.84,New,2018-02
Flossie,Massapequa Park,flossie.holder@msn.com,255,749,2017-03-04,2017-03-05,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2374.99,2017,3,1499.99,874.9999999999998,36.84,New,2017-03
Morton,San Angelo,morton.lee@yahoo.com,185,1045,2017-08-07,2017-08-10,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2374.99,2017,8,1499.99,874.9999999999998,36.84,New,2017-08
Yanira,Smithtown,yanira.bradshaw@gmail.com,340,802,2017-03-28,2017-03-30,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99,1,2374.99,2017,3,1499.99,874.9999999999998,36.84,New,2017-03
Paul,Vista,paul.lester@gmail.com,607,799,2017-03-27,2017-03-29,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2017,3,792.59,792.6000000000001,33.33,Regular,2017-03
Josephine,Baldwinsville,josephine.dale@aol.com,1012,48,2016-01-30,2016-02-02,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,1,792.59,792.6000000000001,33.33,Regular,2016-01
Nelle,Upland,nelle.beck@aol.com,386,875,2017-05-05,2017-05-08,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2017,5,792.59,792.6000000000001,33.33,Regular,2017-05
Evelina,Mount Vernon,evelina.manning@aol.com,742,229,2016-05-19,2016-05-20,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,5,792.59,792.6000000000001,33.33,Regular,2016-05
Shila,Orchard Park,shila.white@msn.com,111,516,2016-10-21,2016-10-24,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,10,792.59,792.6000000000001,33.33,Regular,2016-10
Alyse,Massapequa Park,alyse.jacobson@yahoo.com,798,1112,2017-09-05,2017-09-07,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2017,9,792.59,792.6000000000001,33.33,Regular,2017-09
Rebbecca,Mount Vernon,rebbecca.espinoza@hotmail.com,1056,523,2016-10-24,2016-10-27,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,10,792.59,792.6000000000001,33.33,Regular,2016-10
Ophelia,Hopewell Junction,ophelia.rodgers@gmail.com,801,255,2016-06-03,2016-06-05,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,6,792.59,792.6000000000001,33.33,Regular,2016-06
Casimira,Monroe,casimira.chapman@yahoo.com,990,590,2016-12-06,2016-12-07,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,12,792.59,792.6000000000001,33.33,Regular,2016-12
Carson,New Rochelle,carson.macias@gmail.com,1081,691,2017-02-04,2017-02-06,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2017,2,792.59,792.6000000000001,33.33,Regular,2017-02
Lazaro,Sugar Land,lazaro.moran@gmail.com,526,67,2016-02-09,2016-02-10,Heller Shagamaw Frame - 2016,1320.99,2,2377.78,2016,2,792.59,792.6000000000001,33.33,Regular,2016-02
Danny,South Ozone Park,danny.kim@msn.com,295,710,2017-02-13,2017-02-16,Trek Stache 5 - 2017,1499.99,2,2399.98,2017,2,899.99,600.0,25.0,Regular,2017-02
Hipolito,New Rochelle,hipolito.padilla@hotmail.com,428,841,2017-04-15,2017-04-17,Trek Conduit+ - 2016,2999.99,1,2399.99,2017,4,1799.99,599.9999999999998,25.0,New,2017-04
Aleta,Sugar Land,aleta.shepard@aol.com,20,547,2016-11-09,2016-11-10,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,11,1799.99,599.9999999999998,25.0,New,2016-11
Reyes,Staten Island,reyes.merritt@yahoo.com,806,342,2016-07-31,2016-08-03,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,7,1799.99,599.9999999999998,25.0,New,2016-07
Flossie,Massapequa Park,flossie.holder@msn.com,255,749,2017-03-04,2017-03-05,Trek Conduit+ - 2016,2999.99,1,2399.99,2017,3,1799.99,599.9999999999998,25.0,New,2017-03
Alline,North Tonawanda,alline.beasley@yahoo.com,1295,400,2016-08-29,2016-08-31,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,8,1799.99,599.9999999999998,25.0,New,2016-08
Gabriela,Long Beach,gabriela.warren@aol.com,1245,296,2016-07-04,2016-07-06,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,7,1799.99,599.9999999999998,25.0,New,2016-07
Kimberley,Port Washington,kimberley.reynolds@aol.com,1376,248,2016-05-30,2016-05-31,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,5,1799.99,599.9999999999998,25.0,New,2016-05
Rochell,Port Jefferson Station,rochell.cantrell@yahoo.com,726,434,2016-09-13,2016-09-14,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,9,1799.99,599.9999999999998,25.0,New,2016-09
Lucas,Santa Monica,lucas.estes@yahoo.com,569,524,2016-10-25,2016-10-27,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,10,1799.99,599.9999999999998,25.0,New,2016-10
Saturnina,Glendora,saturnina.garner@gmail.com,53,389,2016-08-22,2016-08-25,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,8,1799.99,599.9999999999998,25.0,New,2016-08
Brianne,San Pablo,brianne.hays@gmail.com,1262,1160,2017-10-01,2017-10-04,Trek Conduit+ - 2016,2999.99,1,2399.99,2017,10,1799.99,599.9999999999998,25.0,New,2017-10
Tayna,Bakersfield,tayna.wade@hotmail.com,1430,567,2016-11-22,2016-11-23,Trek Conduit+ - 2016,2999.99,1,2399.99,2016,11,1799.99,599.9999999999998,25.0,New,2016-11
Dannette,San Pablo,dannette.guerrero@gmail.com,407,1029,2017-07-29,2017-08-01,Trek Domane S 6 - 2017,2699.99,1,2429.99,2017,7,1619.99,809.9999999999998,33.33,New,2017-07
Marni,Lancaster,marni.bolton@msn.com,202,290,2016-06-28,2016-06-30,Heller Shagamaw Frame - 2016,1320.99,2,2457.04,2016,6,792.59,871.8599999999999,35.48,Regular,2016-06
Marcelino,Clifton Park,marcelino.mcbride@hotmail.com,1049,130,2016-03-19,2016-03-20,Heller Shagamaw Frame - 2016,1320.99,2,2457.04,2016,3,792.59,871.8599999999999,35.48,Regular,2016-03
Effie,Brentwood,effie.jenkins@msn.com,461,985,2017-06-30,2017-07-01,Heller Shagamaw Frame - 2016,1320.99,2,2457.04,2017,6,792.59,871.8599999999999,35.48,Regular,2017-06
Tina,Maspeth,tina.bush@aol.com,823,602,2016-12-09,2016-12-11,Heller Shagamaw Frame - 2016,1320.99,2,2457.04,2016,12,792.59,871.8599999999999,35.48,Regular,2016-12
Sanora,Los Angeles,sanora.webster@msn.com,1346,850,2017-04-19,2017-04-22,Heller Shagamaw Frame - 2016,1320.99,2,2457.04,2017,4,792.59,871.8599999999999,35.48,Regular,2017-04
Oliva,Elmhurst,oliva.blackwell@hotmail.com,748,1014,2017-07-19,2017-07-21,Trek Domane S 5 Disc - 2017,2599.99,1,2469.99,2017,7,1559.99,909.9999999999998,36.84,New,2017-07
Lizzette,Orchard Park,lizzette.stein@yahoo.com,19,1211,2017-10-27,2017-10-29,Trek Domane S 5 Disc - 2017,2599.99,1,2469.99,2017,10,1559.99,909.9999999999998,36.84,New,2017-10
Garret,Corpus Christi,garret.clay@yahoo.com,533,1298,2017-12-14,2017-12-16,Trek Domane S 5 Disc - 2017,2599.99,1,2469.99,2017,12,1559.99,909.9999999999998,36.84,New,2017-12
Ayanna,Smithtown,ayanna.cherry@yahoo.com,976,685,2017-01-31,2017-02-02,Trek Domane S 5 Disc - 2017,2599.99,1,2469.99,2017,1,1559.99,909.9999999999998,36.84,New,2017-01
Rayna,Ozone Park,rayna.perry@hotmail.com,281,299,2016-07-05,2016-07-07,Surly Straggler - 2016,1549.0,2,2478.4,2016,7,929.4,619.6000000000001,25.0,Regular,2016-07
Graig,West Babylon,graig.roth@aol.com,756,178,2016-04-16,2016-04-18,Surly Straggler - 2016,1549.0,2,2478.4,2016,4,929.4,619.6000000000001,25.0,Regular,2016-04
Sam,Baldwin,sam.lester@gmail.com,657,25,2016-01-18,2016-01-21,Surly Straggler - 2016,1549.0,2,2478.4,2016,1,929.4,619.6000000000001,25.0,Regular,2016-01
Amina,Canandaigua,amina.salazar@aol.com,995,368,2016-08-14,2016-08-17,Surly Straggler - 2016,1549.0,2,2478.4,2016,8,929.4,619.6000000000001,25.0,Regular,2016-08
Karla,Palos Verdes Peninsula,karla.kirk@yahoo.com,169,432,2016-09-12,2016-09-14,Surly Straggler - 2016,1549.0,2,2478.4,2016,9,929.4,619.6000000000001,25.0,Regular,2016-09
Shantae,Victoria,shantae.hammond@hotmail.com,1040,633,2016-12-28,2016-12-30,Surly Straggler - 2016,1549.0,2,2478.4,2016,12,929.4,619.6000000000001,25.0,Regular,2016-12
Carola,Banning,carola.rodriquez@hotmail.com,157,224,2016-05-17,2016-05-19,Surly Straggler - 2016,1549.0,2,2478.4,2016,5,929.4,619.6000000000001,25.0,Regular,2016-05
Sylvie,Syosset,sylvie.wilkerson@yahoo.com,103,401,2016-08-30,2016-09-01,Surly Straggler - 2016,1549.0,2,2478.4,2016,8,929.4,619.6000000000001,25.0,Regular,2016-08
Jamaal,Torrance,jamaal.albert@gmail.com,30,444,2016-09-19,2016-09-21,Surly Straggler - 2016,1549.0,2,2478.4,2016,9,929.4,619.6000000000001,25.0,Regular,2016-09
Casey,Port Washington,casey.gill@gmail.com,218,95,2016-02-27,2016-02-28,Surly Straggler - 2016,1549.0,2,2478.4,2016,2,929.4,619.6000000000001,25.0,Regular,2016-02
Max,Glen Cove,max.charles@gmail.com,521,81,2016-02-17,2016-02-18,Surly Straggler - 2016,1549.0,2,2478.4,2016,2,929.4,619.6000000000001,25.0,Regular,2016-02
Viva,Orchard Park,viva.dawson@yahoo.com,728,192,2016-04-27,2016-04-29,Surly Straggler - 2016,1549.0,2,2478.4,2016,4,929.4,619.6000000000001,25.0,Regular,2016-04
Jeanie,Santa Clara,jeanie.kirkland@aol.com,172,987,2017-07-02,2017-07-04,Sun Bicycles ElectroLite - 2017,1559.99,2,2495.98,2017,7,935.99,624.0,25.0,Regular,2017-07
Toshia,Amsterdam,toshia.cardenas@gmail.com,614,682,2017-01-29,2017-01-30,Sun Bicycles ElectroLite - 2017,1559.99,2,2495.98,2017,1,935.99,624.0,25.0,Regular,2017-01
Chantay,Elmhurst,chantay.maynard@gmail.com,793,1078,2017-08-19,2017-08-20,Sun Bicycles ElectroLite - 2017,1559.99,2,2495.98,2017,8,935.99,624.0,25.0,Regular,2017-08
Danny,South Ozone Park,danny.kim@msn.com,295,710,2017-02-13,2017-02-16,Sun Bicycles ElectroLite - 2017,1559.99,2,2495.98,2017,2,935.99,624.0,25.0,Regular,2017-02
Iva,Kingston,iva.wilcox@aol.com,961,343,2016-07-31,2016-08-01,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,7,792.59,924.7,36.84,Regular,2016-07
Lise,Vista,lise.hebert@gmail.com,1233,693,2017-02-05,2017-02-06,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2017,2,792.59,924.7,36.84,Regular,2017-02
Dale,Kingston,dale.rasmussen@aol.com,1246,711,2017-02-13,2017-02-14,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2017,2,792.59,924.7,36.84,Regular,2017-02
Daina,Longview,daina.sampson@msn.com,907,348,2016-08-02,2016-08-04,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,8,792.59,924.7,36.84,Regular,2016-08
Sheree,Staten Island,sheree.pena@yahoo.com,507,883,2017-05-11,2017-05-14,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2017,5,792.59,924.7,36.84,Regular,2017-05
Juliane,Glendora,juliane.dillard@aol.com,1374,518,2016-10-22,2016-10-25,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,10,792.59,924.7,36.84,Regular,2016-10
Alexandria,Schenectady,alexandria.zamora@yahoo.com,1354,135,2016-03-21,2016-03-23,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,3,792.59,924.7,36.84,Regular,2016-03
Margaretta,Ridgecrest,margaretta.clayton@yahoo.com,973,629,2016-12-26,2016-12-29,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,12,792.59,924.7,36.84,Regular,2016-12
Alejandro,Upland,alejandro.norman@yahoo.com,562,697,2017-02-06,2017-02-09,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2017,2,792.59,924.7,36.84,Regular,2017-02
Laraine,San Angelo,laraine.robbins@yahoo.com,153,429,2016-09-10,2016-09-12,Heller Shagamaw Frame - 2016,1320.99,2,2509.88,2016,9,792.59,924.7,36.84,Regular,2016-09
Ayana,Oxnard,ayana.keith@hotmail.com,443,1329,2018-01-04,2018-01-06,Trek Domane S 6 - 2017,2699.99,1,2510.99,2018,1,1619.99,890.9999999999998,35.48,New,2018-01
Alysia,Oxnard,alysia.nicholson@hotmail.com,701,764,2017-03-09,2017-03-12,Trek Domane S 6 - 2017,2699.99,1,2510.99,2017,3,1619.99,890.9999999999998,35.48,New,2017-03
Ira,Port Jefferson Station,ira.erickson@aol.com,1090,1189,2017-10-15,2017-10-18,Trek Domane S 6 - 2017,2699.99,1,2510.99,2017,10,1619.99,890.9999999999998,35.48,New,2017-10
Novella,Glendora,novella.ross@gmail.com,1332,839,2017-04-15,2017-04-16,Trek Domane S 6 - 2017,2699.99,1,2510.99,2017,4,1619.99,890.9999999999998,35.48,New,2017-04
Nanette,East Meadow,nanette.harris@hotmail.com,1388,1270,2017-11-26,2017-11-29,Trek Domane SL Disc Frameset - 2017,3199.99,1,2559.99,2017,11,1919.99,639.9999999999998,25.0,New,2017-11
Caridad,San Lorenzo,caridad.compton@aol.com,444,1310,2017-12-24,2017-12-26,Trek Domane SL Disc Frameset - 2017,3199.99,1,2559.99,2017,12,1919.99,639.9999999999998,25.0,New,2017-12
Julius,East Meadow,julius.holt@aol.com,432,791,2017-03-20,2017-03-23,Trek Domane SL Disc Frameset - 2017,3199.99,1,2559.99,2017,3,1919.99,639.9999999999998,25.0,New,2017-03
Larraine,Utica,larraine.horn@msn.com,524,811,2017-04-01,2017-04-04,Trek Domane SL Disc Frameset - 2017,3199.99,1,2559.99,2017,4,1919.99,639.9999999999998,25.0,New,2017-04
Romeo,Port Jefferson Station,romeo.steele@msn.com,1190,979,2017-06-26,2017-06-27,Trek Domane S 6 - 2017,2699.99,1,2564.99,2017,6,1619.99,944.9999999999998,36.84,New,2017-06
Tam,Rochester,tam.fisher@aol.com,1191,1203,2017-10-25,2017-10-26,Trek Domane S 6 - 2017,2699.99,1,2564.99,2017,10,1619.99,944.9999999999998,36.84,New,2017-10
Ginette,Baldwin,ginette.edwards@hotmail.com,413,259,2016-06-06,2016-06-09,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,6,1739.99,869.9999999999998,33.33,New,2016-06
Joesph,Atwater,joesph.delacruz@aol.com,151,60,2016-02-06,2016-02-07,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,2,1739.99,869.9999999999998,33.33,New,2016-02
Kallie,Rochester,kallie.best@aol.com,1136,1257,2017-11-19,2017-11-20,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2017,11,1739.99,869.9999999999998,33.33,New,2017-11
Mozelle,Houston,mozelle.carter@aol.com,43,157,2016-04-03,2016-04-06,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,4,1739.99,869.9999999999998,33.33,New,2016-04
Yvone,Merrick,yvone.guerrero@aol.com,1348,30,2016-01-20,2016-01-21,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,1,1739.99,869.9999999999998,33.33,New,2016-01
Danielle,Patchogue,danielle.bond@msn.com,227,1277,2017-12-01,2017-12-02,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2017,12,1739.99,869.9999999999998,33.33,New,2017-12
Saran,Brooklyn,saran.moses@yahoo.com,1030,336,2016-07-26,2016-07-27,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,7,1739.99,869.9999999999998,33.33,New,2016-07
Valeri,East Meadow,valeri.marshall@hotmail.com,486,1187,2017-10-15,2017-10-16,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2017,10,1739.99,869.9999999999998,33.33,New,2017-10
Waldo,Queensbury,waldo.hart@yahoo.com,1127,186,2016-04-21,2016-04-24,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,4,1739.99,869.9999999999998,33.33,New,2016-04
Vernon,Huntington Station,vernon.knowles@yahoo.com,1032,603,2016-12-09,2016-12-10,Trek Fuel EX 8 29 - 2016,2899.99,1,2609.99,2016,12,1739.99,869.9999999999998,33.33,New,2016-12
Lashawn,Longview,lashawn.ortiz@msn.com,13,852,2017-04-21,2017-04-22,Haro SR 1.3 - 2017,1409.99,2,2622.58,2017,4,845.99,930.5999999999999,35.48,Regular,2017-04
Verna,Rochester,verna.solis@yahoo.com,950,1265,2017-11-24,2017-11-27,Haro Shift R3 - 2017,1469.99,2,2645.98,2017,11,881.99,882.0,33.33,Regular,2017-11
Sherril,Desoto,sherril.alvarado@hotmail.com,1134,1046,2017-08-07,2017-08-08,Haro Shift R3 - 2017,1469.99,2,2645.98,2017,8,881.99,882.0,33.33,Regular,2017-08
Lyndsey,Fairport,lyndsey.bean@hotmail.com,6,1059,2017-08-14,2017-08-17,Haro SR 1.3 - 2017,1409.99,2,2678.98,2017,8,845.99,987.0,36.84,Regular,2017-08
Larae,Sunnyside,larae.carney@msn.com,715,846,2017-04-17,2017-04-19,Haro SR 1.3 - 2017,1409.99,2,2678.98,2017,4,845.99,987.0,36.84,Regular,2017-04
Adelle,East Northport,adelle.larsen@gmail.com,22,183,2016-04-19,2016-04-20,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,4,1008.59,672.3999999999999,25.0,Regular,2016-04
Bronwyn,New Windsor,bronwyn.vargas@msn.com,1223,82,2016-02-18,2016-02-20,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,2,1008.59,672.3999999999999,25.0,Regular,2016-02
Melba,Floral Park,melba.wilkinson@gmail.com,643,176,2016-04-15,2016-04-17,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,4,1008.59,672.3999999999999,25.0,Regular,2016-04
Merrie,Scarsdale,merrie.fowler@aol.com,1435,234,2016-05-22,2016-05-24,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,5,1008.59,672.3999999999999,25.0,Regular,2016-05
Genoveva,New York,genoveva.tyler@gmail.com,178,572,2016-11-24,2016-11-26,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,11,1008.59,672.3999999999999,25.0,Regular,2016-11
Anderson,Canandaigua,anderson.martin@hotmail.com,309,607,2016-12-11,2016-12-13,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,12,1008.59,672.3999999999999,25.0,Regular,2016-12
Emmaline,Mount Vernon,emmaline.huber@gmail.com,1205,300,2016-07-05,2016-07-08,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,7,1008.59,672.3999999999999,25.0,Regular,2016-07
Carmela,Lawndale,carmela.hays@aol.com,1163,625,2016-12-25,2016-12-26,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,12,1008.59,672.3999999999999,25.0,Regular,2016-12
Vikki,Kingston,vikki.erickson@yahoo.com,306,105,2016-03-03,2016-03-04,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,3,1008.59,672.3999999999999,25.0,Regular,2016-03
Beatris,Spring Valley,beatris.joyner@gmail.com,1169,551,2016-11-12,2016-11-13,Surly Straggler 650b - 2016,1680.99,2,2689.58,2016,11,1008.59,672.3999999999999,25.0,Regular,2016-11
Van,Houston,van.peters@yahoo.com,360,292,2016-06-29,2016-07-02,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,6,1739.99,956.9999999999998,35.48,New,2016-06
Javier,Rowlett,javier.nichols@msn.com,314,438,2016-09-16,2016-09-18,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,9,1739.99,956.9999999999998,35.48,New,2016-09
Elvia,Massapequa,elvia.cardenas@hotmail.com,922,671,2017-01-25,2017-01-26,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2017,1,1739.99,956.9999999999998,35.48,New,2017-01
Elouise,Canyon Country,elouise.fry@aol.com,403,124,2016-03-16,2016-03-17,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,3,1739.99,956.9999999999998,35.48,New,2016-03
Zona,East Northport,zona.cameron@aol.com,1432,963,2017-06-19,2017-06-21,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2017,6,1739.99,956.9999999999998,35.48,New,2017-06
Danille,Rocklin,danille.mcfarland@msn.com,577,118,2016-03-12,2016-03-13,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,3,1739.99,956.9999999999998,35.48,New,2016-03
Annis,Los Angeles,annis.sanchez@aol.com,975,646,2017-01-09,2017-01-11,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2017,1,1739.99,956.9999999999998,35.48,New,2017-01
Dagny,San Angelo,dagny.owen@hotmail.com,565,313,2016-07-14,2016-07-15,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,7,1739.99,956.9999999999998,35.48,New,2016-07
Chere,Orchard Park,chere.mcfadden@yahoo.com,1089,469,2016-09-29,2016-10-02,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,9,1739.99,956.9999999999998,35.48,New,2016-09
Cecil,Central Islip,cecil.hopper@yahoo.com,107,258,2016-06-06,2016-06-07,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,6,1739.99,956.9999999999998,35.48,New,2016-06
Lorrie,Garland,lorrie.becker@yahoo.com,66,252,2016-06-01,2016-06-02,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,6,1739.99,956.9999999999998,35.48,New,2016-06
Sherie,South El Monte,sherie.ayala@msn.com,538,595,2016-12-08,2016-12-11,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,12,1739.99,956.9999999999998,35.48,New,2016-12
Le,Banning,le.deleon@msn.com,240,421,2016-09-05,2016-09-08,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,9,1739.99,956.9999999999998,35.48,New,2016-09
Yolando,Massapequa,yolando.wade@hotmail.com,773,530,2016-10-28,2016-10-31,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,10,1739.99,956.9999999999998,35.48,New,2016-10
Arielle,Garland,arielle.levine@yahoo.com,1054,366,2016-08-13,2016-08-14,Trek Fuel EX 8 29 - 2016,2899.99,1,2696.99,2016,8,1739.99,956.9999999999998,35.48,New,2016-08
Zora,Sacramento,zora.ford@gmail.com,1052,1395,2018-02-15,2018-02-16,Trek Emonda S 4 - 2017,1499.99,2,2699.98,2018,2,899.99,900.0,33.33,Regular,2018-02
